Fecha de la orden;SKU;Variante del producto;MODELO;COLOR;TALLA;Cant. ordenada;UBICACI�N;FECHA
15/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Sambil Chacao ;diciembre-2025
15/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Sambil Chacao ;diciembre-2025
15/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Cerro Verde ;diciembre-2025
15/12/2025;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;Cerro Verde ;diciembre-2025
15/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Cerro Verde ;diciembre-2025
15/12/2025;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;WEB;diciembre-2025
15/12/2025;POLPLCA33TM;[POLPLCA33TM] CLASSIC POLO (M, Beige - Oxford Tan);CLASSIC POLO;Beige;M;1,00;WEB;diciembre-2025
15/12/2025;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;WEB;diciembre-2025
15/12/2025;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;WEB;diciembre-2025
15/12/2025;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Cerro Verde ;diciembre-2025
15/12/2025;POLPLCA12T2XL;[POLPLCA12T2XL] CLASSIC POLO (2XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;2XL;1,00;Sambil Valencia;diciembre-2025
15/12/2025;POLPLCA14T2XL;[POLPLCA14T2XL] CLASSIC POLO (2XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;2XL;1,00;La Grieta;diciembre-2025
15/12/2025;POLPLCA50TXL;[POLPLCA50TXL] CLASSIC POLO (XL, Rojo - Rush);CLASSIC POLO;Rojo;XL;1,00;Cerro Verde ;diciembre-2025
15/12/2025;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Sambil Valencia;diciembre-2025
15/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;Sambil Chacao ;diciembre-2025
15/12/2025;POLPLCA12TS;[POLPLCA12TS] CLASSIC POLO (S, Azul Marino - Acero);CLASSIC POLO;Azul Marino;S;1,00;Sambil Chacao ;diciembre-2025
16/12/2025;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;WEB;diciembre-2025
16/12/2025;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;WEB;diciembre-2025
16/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;WEB;diciembre-2025
16/12/2025;POLPLCA33TM;[POLPLCA33TM] CLASSIC POLO (M, Beige - Oxford Tan);CLASSIC POLO;Beige;M;1,00;La Grieta;diciembre-2025
16/12/2025;POLPLCA30TS;[POLPLCA30TS] CLASSIC POLO (S, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;S;1,00;Sambil Valencia;diciembre-2025
16/12/2025;POLPLCA33TS;[POLPLCA33TS] CLASSIC POLO (S, Beige - Oxford Tan);CLASSIC POLO;Beige;S;1,00;Sambil Valencia;diciembre-2025
16/12/2025;POLPLCA50T2XL;[POLPLCA50T2XL] CLASSIC POLO (2XL, Rojo - Rush);CLASSIC POLO;Rojo;2XL;1,00;Cerro Verde ;diciembre-2025
16/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Sambil Chacao ;diciembre-2025
16/12/2025;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;Sambil Chacao ;diciembre-2025
16/12/2025;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;Sambil Valencia;diciembre-2025
16/12/2025;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;Sambil Valencia;diciembre-2025
16/12/2025;POLPLCA16TXL;[POLPLCA16TXL] CLASSIC POLO (XL, Blanco - Blanco);CLASSIC POLO;Blanco;XL;1,00;Sambil Valencia;diciembre-2025
16/12/2025;POLPLCA50TM;[POLPLCA50TM] CLASSIC POLO (M, Rojo - Rush);CLASSIC POLO;Rojo;M;1,00;Sambil Valencia;diciembre-2025
16/12/2025;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;La Grieta;diciembre-2025
16/12/2025;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Sambil Chacao ;diciembre-2025
16/12/2025;POLPLCA16TXL;[POLPLCA16TXL] CLASSIC POLO (XL, Blanco - Blanco);CLASSIC POLO;Blanco;XL;1,00;Sambil Valencia;diciembre-2025
17/12/2025;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;La Grieta;diciembre-2025
17/12/2025;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;WEB;diciembre-2025
17/12/2025;POLPLCA33TXL;[POLPLCA33TXL] CLASSIC POLO (XL, Beige - Oxford Tan);CLASSIC POLO;Beige;XL;1,00;Sambil Valencia;diciembre-2025
17/12/2025;POLPLCA14TS;[POLPLCA14TS] CLASSIC POLO (S, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;S;1,00;Sambil Chacao ;diciembre-2025
17/12/2025;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;Sambil Valencia;diciembre-2025
17/12/2025;POLPLCA50TL;[POLPLCA50TL] CLASSIC POLO (L, Rojo - Rush);CLASSIC POLO;Rojo;L;1,00;La Grieta;diciembre-2025
17/12/2025;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;La Grieta;diciembre-2025
17/12/2025;POLPLCA50TM;[POLPLCA50TM] CLASSIC POLO (M, Rojo - Rush);CLASSIC POLO;Rojo;M;1,00;Sambil Valencia;diciembre-2025
17/12/2025;POLPLCA50TL;[POLPLCA50TL] CLASSIC POLO (L, Rojo - Rush);CLASSIC POLO;Rojo;L;1,00;Grandplaz ;diciembre-2025
17/12/2025;POLPLCA33TS;[POLPLCA33TS] CLASSIC POLO (S, Beige - Oxford Tan);CLASSIC POLO;Beige;S;1,00;Sambil Valencia;diciembre-2025
17/12/2025;POLPLCA16T2XL;[POLPLCA16T2XL] CLASSIC POLO (2XL, Blanco - Blanco);CLASSIC POLO;Blanco;2XL;1,00;Sambil Valencia;diciembre-2025
17/12/2025;POLPLCA16T2XL;[POLPLCA16T2XL] CLASSIC POLO (2XL, Blanco - Blanco);CLASSIC POLO;Blanco;2XL;1,00;Cerro Verde ;diciembre-2025
17/12/2025;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;Cerro Verde ;diciembre-2025
18/12/2025;POLPLCA16T2XL;[POLPLCA16T2XL] CLASSIC POLO (2XL, Blanco - Blanco);CLASSIC POLO;Blanco;2XL;1,00;Sambil Valencia;diciembre-2025
18/12/2025;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Sambil Chacao ;diciembre-2025
18/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Sambil Valencia;diciembre-2025
18/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;La Grieta;diciembre-2025
18/12/2025;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;Cerro Verde ;diciembre-2025
18/12/2025;POLPLCA16TXL;[POLPLCA16TXL] CLASSIC POLO (XL, Blanco - Blanco);CLASSIC POLO;Blanco;XL;1,00;Sambil Chacao ;diciembre-2025
18/12/2025;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;Sambil Chacao ;diciembre-2025
18/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Sambil Valencia;diciembre-2025
19/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;WEB;diciembre-2025
19/12/2025;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;WEB;diciembre-2025
19/12/2025;POLPLCA33TXL;[POLPLCA33TXL] CLASSIC POLO (XL, Beige - Oxford Tan);CLASSIC POLO;Beige;XL;2,00;WEB;diciembre-2025
19/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;2,00;WEB;diciembre-2025
19/12/2025;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;WEB;diciembre-2025
19/12/2025;POLPLCA16TXL;[POLPLCA16TXL] CLASSIC POLO (XL, Blanco - Blanco);CLASSIC POLO;Blanco;XL;1,00;Cerro Verde ;diciembre-2025
19/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;La Grieta;diciembre-2025
19/12/2025;POLPLCA16T2XL;[POLPLCA16T2XL] CLASSIC POLO (2XL, Blanco - Blanco);CLASSIC POLO;Blanco;2XL;1,00;La Grieta;diciembre-2025
19/12/2025;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;La Grieta;diciembre-2025
19/12/2025;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Cerro Verde ;diciembre-2025
19/12/2025;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;WEB;diciembre-2025
19/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Sambil Chacao ;diciembre-2025
19/12/2025;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;La Grieta;diciembre-2025
19/12/2025;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;Sambil Chacao ;diciembre-2025
19/12/2025;POLPLCA12TS;[POLPLCA12TS] CLASSIC POLO (S, Azul Marino - Acero);CLASSIC POLO;Azul Marino;S;1,00;Sambil Valencia;diciembre-2025
19/12/2025;POLPLCA33TS;[POLPLCA33TS] CLASSIC POLO (S, Beige - Oxford Tan);CLASSIC POLO;Beige;S;1,00;Sambil Chacao ;diciembre-2025
19/12/2025;POLPLCA30TS;[POLPLCA30TS] CLASSIC POLO (S, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;S;1,00;La Grieta;diciembre-2025
19/12/2025;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;La Grieta;diciembre-2025
19/12/2025;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;La Grieta;diciembre-2025
19/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Cerro Verde ;diciembre-2025
20/12/2025;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;1,00;La Grieta;diciembre-2025
20/12/2025;POLPLCA16TXL;[POLPLCA16TXL] CLASSIC POLO (XL, Blanco - Blanco);CLASSIC POLO;Blanco;XL;1,00;Sambil Chacao ;diciembre-2025
20/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;Sambil Chacao ;diciembre-2025
20/12/2025;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;La Grieta;diciembre-2025
20/12/2025;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;La Grieta;diciembre-2025
20/12/2025;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;1,00;Sambil Valencia;diciembre-2025
20/12/2025;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Sambil Valencia;diciembre-2025
20/12/2025;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;Grandplaz ;diciembre-2025
20/12/2025;POLPLCA50T2XL;[POLPLCA50T2XL] CLASSIC POLO (2XL, Rojo - Rush);CLASSIC POLO;Rojo;2XL;1,00;Sambil Valencia;diciembre-2025
20/12/2025;POLPLCA14TM;[POLPLCA14TM] CLASSIC POLO (M, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;M;1,00;Sambil Valencia;diciembre-2025
20/12/2025;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Sambil Valencia;diciembre-2025
20/12/2025;POLPLCA16T2XL;[POLPLCA16T2XL] CLASSIC POLO (2XL, Blanco - Blanco);CLASSIC POLO;Blanco;2XL;1,00;Cerro Verde ;diciembre-2025
20/12/2025;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;Sambil Valencia;diciembre-2025
20/12/2025;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;-1,00;Sambil Valencia;diciembre-2025
20/12/2025;POLPLCA50TXL;[POLPLCA50TXL] CLASSIC POLO (XL, Rojo - Rush);CLASSIC POLO;Rojo;XL;1,00;Sambil Valencia;diciembre-2025
20/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Cerro Verde ;diciembre-2025
20/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Sambil Valencia;diciembre-2025
20/12/2025;POLPLCA50TL;[POLPLCA50TL] CLASSIC POLO (L, Rojo - Rush);CLASSIC POLO;Rojo;L;1,00;Sambil Chacao ;diciembre-2025
21/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Sambil Valencia;diciembre-2025
21/12/2025;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;Grandplaz ;diciembre-2025
21/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Grandplaz ;diciembre-2025
21/12/2025;POLPLCA30TS;[POLPLCA30TS] CLASSIC POLO (S, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;S;1,00;Cerro Verde ;diciembre-2025
21/12/2025;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;Sambil Chacao ;diciembre-2025
21/12/2025;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;La Grieta;diciembre-2025
21/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Sambil Valencia;diciembre-2025
21/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Cerro Verde ;diciembre-2025
21/12/2025;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;Sambil Valencia;diciembre-2025
21/12/2025;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;Sambil Chacao ;diciembre-2025
21/12/2025;POLPLCA30TS;[POLPLCA30TS] CLASSIC POLO (S, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;S;1,00;Sambil Valencia;diciembre-2025
21/12/2025;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Sambil Valencia;diciembre-2025
21/12/2025;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;Sambil Valencia;diciembre-2025
21/12/2025;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;Sambil Valencia;diciembre-2025
21/12/2025;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;Sambil Chacao ;diciembre-2025
21/12/2025;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;Sambil Valencia;diciembre-2025
21/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;Sambil Chacao ;diciembre-2025
21/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Cerro Verde ;diciembre-2025
21/12/2025;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;1,00;La Grieta;diciembre-2025
21/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;Cerro Verde ;diciembre-2025
21/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;-1,00;Sambil Chacao ;diciembre-2025
21/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;Sambil Chacao ;diciembre-2025
22/12/2025;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;-1,00;La Grieta;diciembre-2025
22/12/2025;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;La Grieta;diciembre-2025
22/12/2025;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;Cerro Verde ;diciembre-2025
22/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Sambil Valencia;diciembre-2025
22/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Cerro Verde ;diciembre-2025
22/12/2025;POLPLCA14T2XL;[POLPLCA14T2XL] CLASSIC POLO (2XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;2XL;1,00;Grandplaz ;diciembre-2025
22/12/2025;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Sambil Chacao ;diciembre-2025
22/12/2025;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;La Grieta;diciembre-2025
22/12/2025;POLPLCA16TXL;[POLPLCA16TXL] CLASSIC POLO (XL, Blanco - Blanco);CLASSIC POLO;Blanco;XL;1,00;Sambil Chacao ;diciembre-2025
22/12/2025;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Sambil Chacao ;diciembre-2025
22/12/2025;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;Cerro Verde ;diciembre-2025
22/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Sambil Chacao ;diciembre-2025
22/12/2025;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;Cerro Verde ;diciembre-2025
22/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;Grandplaz ;diciembre-2025
22/12/2025;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;Cerro Verde ;diciembre-2025
22/12/2025;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;Sambil Valencia;diciembre-2025
22/12/2025;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;1,00;La Grieta;diciembre-2025
22/12/2025;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;Sambil Valencia;diciembre-2025
22/12/2025;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;La Grieta;diciembre-2025
22/12/2025;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Cerro Verde ;diciembre-2025
22/12/2025;POLPLCA14TM;[POLPLCA14TM] CLASSIC POLO (M, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;M;1,00;Cerro Verde ;diciembre-2025
22/12/2025;POLPLCA12TS;[POLPLCA12TS] CLASSIC POLO (S, Azul Marino - Acero);CLASSIC POLO;Azul Marino;S;1,00;Sambil Valencia;diciembre-2025
22/12/2025;POLPLCA33TM;[POLPLCA33TM] CLASSIC POLO (M, Beige - Oxford Tan);CLASSIC POLO;Beige;M;1,00;Sambil Valencia;diciembre-2025
22/12/2025;POLPLCA12TS;[POLPLCA12TS] CLASSIC POLO (S, Azul Marino - Acero);CLASSIC POLO;Azul Marino;S;1,00;Sambil Valencia;diciembre-2025
23/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;-1,00;Grandplaz ;diciembre-2025
23/12/2025;POLPLCA14TM;[POLPLCA14TM] CLASSIC POLO (M, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;M;1,00;Sambil Valencia;diciembre-2025
23/12/2025;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;La Grieta;diciembre-2025
23/12/2025;POLPLCA12TXL;[POLPLCA12TXL] CLASSIC POLO (XL, Azul Marino - Acero);CLASSIC POLO;Azul Marino;XL;1,00;Sambil Valencia;diciembre-2025
23/12/2025;POLPLCA12TS;[POLPLCA12TS] CLASSIC POLO (S, Azul Marino - Acero);CLASSIC POLO;Azul Marino;S;1,00;Cerro Verde ;diciembre-2025
23/12/2025;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;Cerro Verde ;diciembre-2025
23/12/2025;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Sambil Valencia;diciembre-2025
23/12/2025;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;Sambil Valencia;diciembre-2025
23/12/2025;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;Cerro Verde ;diciembre-2025
23/12/2025;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;Grandplaz ;diciembre-2025
23/12/2025;POLPLCA12TS;[POLPLCA12TS] CLASSIC POLO (S, Azul Marino - Acero);CLASSIC POLO;Azul Marino;S;1,00;Sambil Chacao ;diciembre-2025
23/12/2025;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Sambil Valencia;diciembre-2025
